instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_type,temp_smooth,hum_smooth,windspeed_smooth,cnt_smooth
308,2011-11-04,4,2011,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Weekday,0.357619,0.7052380000000001,0.18008524285714286,3414.4285714285716
309,2011-11-05,4,2011,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Weekend,0.3679761428571429,0.6533332857142857,0.15689824285714285,3885.714285714286
310,2011-11-06,4,2011,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Weekend,0.37214271428571427,0.6691665714285715,0.14481784285714286,3931.1428571428573
311,2011-11-07,4,2011,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Weekday,0.37999985714285717,0.6770832857142857,0.13779998571428573,3983.4285714285716
312,2011-11-08,4,2011,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Weekday,0.3810712857142858,0.6825,0.1282952,4003.0
313,2011-11-09,4,2011,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Weekday,0.38428557142857145,0.6881547142857143,0.1254529285714286,3992.0
314,2011-11-10,4,2011,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Weekday,0.38023799999999996,0.7040475714285714,0.1329172142857143,3843.285714285714
315,2011-11-11,4,2011,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Weekday,0.36892857142857144,0.678869,0.13904521428571429,3746.4285714285716
316,2011-11-12,4,2011,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Weekend,0.37321428571428567,0.6836904285714286,0.14233092857142857,3766.5714285714284
317,2011-11-13,4,2011,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Weekend,0.38642857142857145,0.6442261428571429,0.16942618571428572,3776.285714285714
318,2011-11-14,4,2011,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Weekday,0.4057142857142857,0.6197022857142857,0.20505061428571425,3840.714285714286
319,2011-11-15,4,2011,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Weekday,0.42309528571428573,0.6149998571428571,0.2237071142857143,3839.285714285714
320,2011-11-16,4,2011,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Weekday,0.4311905714285714,0.6395237142857143,0.234369,3511.8571428571427
321,2011-11-17,4,2011,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Weekday,0.4257144285714286,0.6055951428571429,0.25098257142857144,3529.0
322,2011-11-18,4,2011,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Weekday,0.41857157142857143,0.6004165714285714,0.23010514285714287,3532.4285714285716
323,2011-11-19,4,2011,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Weekend,0.414643,0.5931545714285714,0.23188142857142857,3474.714285714286
324,2011-11-20,4,2011,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Weekend,0.4178572857142857,0.625476,0.21819985714285714,3446.5714285714284
325,2011-11-21,4,2011,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Weekday,0.4060715714285714,0.671607,0.1941224285714286,3200.714285714286
326,2011-11-22,4,2011,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Weekday,0.38988114285714287,0.710714142857143,0.18257371428571428,2831.0
327,2011-11-23,4,2011,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Weekday,0.3876191428571429,0.6861308571428573,0.21100171428571432,2938.0
328,2011-11-24,4,2011,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Weekday,0.3921428571428572,0.6823214285714286,0.19127914285714284,2715.4285714285716
329,2011-11-25,4,2011,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Weekday,0.4065475714285714,0.7157142857142856,0.1813309714285714,2629.714285714286
330,2011-11-26,4,2011,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Weekend,0.41321414285714286,0.7413691428571428,0.15903451428571427,2544.714285714286
331,2011-11-27,4,2011,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Weekend,0.412619,0.7433334285714286,0.16232080000000002,2480.5714285714284
332,2011-11-28,4,2011,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Weekday,0.42061585714285715,0.7194824285714285,0.16290194285714285,2638.0
333,2011-11-29,4,2011,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Weekday,0.4265681428571429,0.7006728571428571,0.18280194285714282,2824.714285714286
334,2011-11-30,4,2011,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Weekday,0.4100205714285714,0.6800179999999999,0.1735638,2974.285714285714
335,2011-12-01,4,2011,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Weekday,0.40133014285714286,0.676506,0.18111437142857145,3293.1428571428573
336,2011-12-02,4,2011,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Weekday,0.39263971428571426,0.6739464285714286,0.18137982857142856,3457.1428571428573
337,2011-12-03,4,2011,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Weekend,0.38168742857142857,0.6641250000000001,0.18528875714285714,3535.1428571428573
338,2011-12-04,4,2011,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Weekend,0.36335400000000007,0.6751964285714286,0.16743222857142856,3594.285714285714
339,2011-12-05,4,2011,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Weekday,0.3465475714285714,0.6872021428571429,0.1560159857142857,3586.285714285714
340,2011-12-06,4,2011,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Weekday,0.34714285714285714,0.7041664285714285,0.15237184285714284,3540.5714285714284
341,2011-12-07,4,2011,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Weekday,0.35928571428571426,0.7551784285714286,0.1516599857142857,3125.1428571428573
342,2011-12-08,4,2011,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Weekday,0.35261899999999996,0.7630951428571429,0.15450284285714286,3067.285714285714
343,2011-12-09,4,2011,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Weekday,0.3492855714285715,0.7730951428571429,0.1519260857142857,3021.5714285714284
344,2011-12-10,4,2011,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Weekend,0.3458331428571429,0.7580355714285714,0.17156004285714285,2961.0
345,2011-12-11,4,2011,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Weekend,0.33011885714285716,0.7172022857142857,0.16907195714285717,2855.0
346,2011-12-12,4,2011,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Weekday,0.3090474285714286,0.6948808571428572,0.16924934285714288,2783.4285714285716
347,2011-12-13,4,2011,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Weekday,0.28333314285714284,0.6435118571428572,0.15610177142857143,2916.1428571428573
348,2011-12-14,4,2011,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Weekday,0.2701188571428571,0.5997022857142857,0.1267851,3349.714285714286
349,2011-12-15,4,2011,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Weekday,0.2924998571428571,0.6074404285714285,0.13078281428571428,3405.0
350,2011-12-16,4,2011,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Weekday,0.3045237142857143,0.5795238571428571,0.1561911428571429,3398.8571428571427
351,2011-12-17,4,2011,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Weekend,0.3021427142857143,0.5871428571428571,0.157612,3334.4285714285716
352,2011-12-18,4,2011,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Weekend,0.3046427142857143,0.6008928571428571,0.17236018571428574,3289.8571428571427
353,2011-12-19,4,2011,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Weekday,0.310119,0.596131,0.1879953285714286,3303.1428571428573
354,2011-12-20,4,2011,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Weekday,0.32488085714285714,0.5969048571428572,0.1767125857142857,3335.5714285714284
355,2011-12-21,1,2011,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Weekday,0.34071414285714285,0.6247024285714285,0.19963282857142858,3181.285714285714
356,2011-12-22,1,2011,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Weekday,0.3408331428571429,0.6423214285714286,0.16809468571428574,3089.714285714286
357,2011-12-23,1,2011,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Weekday,0.34059500000000004,0.668869,0.1700476857142857,2894.285714285714
358,2011-12-24,1,2011,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Weekend,0.34690457142857145,0.66625,0.16249582857142858,2647.4285714285716
359,2011-12-25,1,2011,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Weekend,0.35211171428571425,0.6798291428571428,0.16039754285714286,2407.8571428571427
360,2011-12-26,1,2011,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Weekday,0.3585505714285714,0.6611801428571429,0.16990740000000001,2109.8571428571427
361,2011-12-27,1,2011,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Weekday,0.3498601428571429,0.6850491428571429,0.18803300000000003,1740.142857142857
362,2011-12-28,1,2011,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Weekday,0.3314025714285714,0.6344177142857143,0.19839885714285715,1689.0
363,2011-12-29,1,2011,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Weekday,0.3064025714285714,0.6082272857142856,0.20870414285714284,1596.857142857143
364,2011-12-30,1,2011,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Weekday,0.2975931428571429,0.6011439999999999,0.18871714285714283,1709.7142857142858
365,2011-12-31,1,2011,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Weekend,0.31295028571428574,0.611620142857143,0.19298142857142858,1920.2857142857142
366,2012-01-01,1,2012,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Weekend,0.32655271428571425,0.6132195714285714,0.19827799999999998,2140.285714285714
367,2012-01-02,1,2012,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Weekday,0.31959614285714283,0.5952691428571429,0.2111637142857143,2230.8571428571427
368,2012-01-03,1,2012,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Weekday,0.29459614285714286,0.5493762857142858,0.236481,2384.285714285714
369,2012-01-04,1,2012,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Weekday,0.2672204285714285,0.5366148571428571,0.22087228571428572,2393.714285714286
370,2012-01-05,1,2012,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Weekday,0.2697204285714286,0.529472,0.222383,2515.0
371,2012-01-06,1,2012,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Weekday,0.27293471428571425,0.51596,0.22717885714285715,2672.0
372,2012-01-07,1,2012,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Weekend,0.2705537142857143,0.5039362857142857,0.2206937142857143,2962.8571428571427
373,2012-01-08,1,2012,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Weekend,0.2659108571428571,0.47143628571428575,0.2206044285714286,3124.4285714285716
374,2012-01-09,1,2012,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Weekday,0.25892857142857145,0.5172024285714286,0.187638,3185.1428571428573
375,2012-01-10,1,2012,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Weekday,0.28159942857142856,0.546527,0.16219242857142854,3379.714285714286
376,2012-01-11,1,2012,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Weekday,0.30540900000000004,0.6083722857142858,0.15455257142857143,3352.4285714285716
377,2012-01-12,1,2012,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Weekday,0.3220757142857143,0.6481937142857143,0.16183542857142855,3470.285714285714
378,2012-01-13,1,2012,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Weekday,0.3135042857142857,0.6432532857142857,0.191864,3344.0
379,2012-01-14,1,2012,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Weekend,0.2830281428571429,0.632658,0.19363899999999998,3054.285714285714
380,2012-01-15,1,2012,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Weekend,0.25862342857142856,0.6261104285714286,0.20216985714285712,2895.1428571428573
381,2012-01-16,1,2012,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Weekday,0.25374242857142854,0.6005151428571428,0.22109242857142858,2884.0
382,2012-01-17,1,2012,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Weekday,0.26293485714285714,0.6104529999999999,0.244175,2789.285714285714
383,2012-01-18,1,2012,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Weekday,0.26710142857142855,0.5527148571428572,0.28477614285714287,2960.5714285714284
384,2012-01-19,1,2012,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Weekday,0.23960142857142858,0.5090838571428572,0.29037485714285716,2845.5714285714284
385,2012-01-20,1,2012,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Weekday,0.23150614285714285,0.5008695714285715,0.2653237142857143,2838.285714285714
386,2012-01-21,1,2012,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Weekend,0.23055371428571428,0.5542624285714286,0.2703892857142857,2668.0
387,2012-01-22,1,2012,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Weekend,0.2299584285714286,0.6081314285714285,0.263015,2620.285714285714
388,2012-01-23,1,2012,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Weekday,0.23400600000000002,0.6636671428571429,0.2457792857142857,2639.4285714285716
389,2012-01-24,1,2012,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Weekday,0.22964271428571426,0.6807737142857143,0.21358457142857143,2840.0
390,2012-01-25,1,2012,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Weekday,0.2283332857142857,0.7094047142857143,0.1772477142857143,2967.714285714286
391,2012-01-26,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Weekday,0.25,0.7482737142857143,0.15628168571428572,3079.5714285714284
392,2012-01-27,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Weekday,0.27964285714285714,0.7898808571428572,0.17626982857142856,3121.4285714285716
393,2012-01-28,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Weekend,0.3,0.7487498571428572,0.17458225714285716,3510.285714285714
394,2012-01-29,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Weekend,0.3171428571428571,0.6794641428571427,0.1803554,3691.1428571428573
395,2012-01-30,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Weekday,0.32440485714285716,0.6065474285714286,0.1953674,3861.4285714285716
396,2012-01-31,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Weekday,0.3311905714285714,0.5466665714285714,0.21508882857142858,3885.714285714286
397,2012-02-01,1,2012,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Weekday,0.3561905714285714,0.5272618571428571,0.21908825714285715,3929.8571428571427
398,2012-02-02,1,2012,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Weekday,0.36440485714285714,0.5134524285714285,0.23534414285714284,3885.0
399,2012-02-03,1,2012,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Weekday,0.34845242857142855,0.4827977142857142,0.21189114285714286,3984.285714285714
400,2012-02-04,1,2012,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Weekend,0.3410715714285714,0.5165477142857143,0.19918642857142857,3814.1428571428573
401,2012-02-05,1,2012,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Weekend,0.3386905714285714,0.5703572857142857,0.19003585714285715,3771.8571428571427
402,2012-02-06,1,2012,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Weekday,0.3406108571428571,0.6019774285714286,0.18117985714285714,3794.714285714286
403,2012-02-07,1,2012,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Weekday,0.3354918571428572,0.6133464285714286,0.16483157142857144,3775.5714285714284
404,2012-02-08,1,2012,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Weekday,0.3051347142857143,0.6440607142857143,0.156925,3521.714285714286
405,2012-02-09,1,2012,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Weekday,0.285968,0.6282272857142858,0.15790357142857142,3531.5714285714284
406,2012-02-10,1,2012,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Weekday,0.28132514285714283,0.630132,0.14910828571428572,3485.8571428571427
407,2012-02-11,1,2012,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Weekend,0.27561085714285716,0.6232272857142858,0.173094,3391.1428571428573
408,2012-02-12,1,2012,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Weekend,0.255849,0.5913224285714286,0.20641057142857142,3188.5714285714284
409,2012-02-13,1,2012,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Weekday,0.247262,0.5611904285714285,0.2083367142857143,3136.8571428571427
410,2012-02-14,1,2012,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Weekday,0.242262,0.5629761428571428,0.20745100000000002,3072.1428571428573
411,2012-02-15,1,2012,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Weekday,0.2553571428571429,0.5355951428571428,0.21429085714285717,3267.4285714285716
412,2012-02-16,1,2012,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Weekday,0.26273814285714286,0.5628571428571428,0.19963200000000003,3149.5714285714284
413,2012-02-17,1,2012,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Weekday,0.27166671428571426,0.5763689999999999,0.2123344285714286,3195.714285714286
414,2012-02-18,1,2012,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Weekend,0.28916671428571433,0.5482737142857143,0.1982105714285714,3502.714285714286
415,2012-02-19,1,2012,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Weekend,0.3109524285714286,0.5555951428571428,0.17591057142857142,3668.4285714285716
416,2012-02-20,1,2012,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Weekday,0.3191667142857143,0.5693917142857143,0.18473914285714282,3626.5714285714284
417,2012-02-21,1,2012,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Weekday,0.31468942857142856,0.58162,0.19395885714285716,3605.8571428571427
418,2012-02-22,1,2012,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Weekday,0.3214751428571429,0.5868581428571428,0.20151185714285713,3692.1428571428573
419,2012-02-23,1,2012,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Weekday,0.341118,0.5585247142857143,0.21572442857142857,3986.0
420,2012-02-24,1,2012,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Weekday,0.3502847142857143,0.5732271428571428,0.220256,3890.714285714286
421,2012-02-25,1,2012,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Weekend,0.34230842857142857,0.5534057142857144,0.253215,3664.1428571428573
422,2012-02-26,1,2012,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Weekend,0.34218942857142853,0.5382867142857143,0.24637457142857144,3764.1428571428573
423,2012-02-27,1,2012,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Weekday,0.35457042857142856,0.5358591428571429,0.2519388571428572,3934.5714285714284
424,2012-02-28,1,2012,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Weekday,0.364762,0.5074998571428572,0.2501817142857143,4018.285714285714
425,2012-02-29,1,2012,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Weekday,0.357407,0.5413378571428572,0.24227400000000002,3598.4285714285716
426,2012-03-01,1,2012,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Weekday,0.3619307142857143,0.5500284285714285,0.24742742857142858,3588.1428571428573
427,2012-03-02,1,2012,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Weekday,0.3541925714285714,0.5385402857142857,0.23418985714285714,3546.285714285714
428,2012-03-03,1,2012,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Weekend,0.3718117142857143,0.5707427142857143,0.19696657142857146,3736.8571428571427
429,2012-03-04,1,2012,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Weekend,0.3784782857142857,0.5697902857142857,0.215444,3741.714285714286
430,2012-03-05,1,2012,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Weekday,0.3608591428571429,0.5719927142857142,0.20984757142857144,3600.4285714285716
431,2012-03-06,1,2012,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Weekday,0.3464542857142857,0.5806832857142857,0.210913,3542.285714285714
432,2012-03-07,1,2012,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Weekday,0.35499985714285714,0.5390475714285714,0.23472185714285715,3982.5714285714284
433,2012-03-08,1,2012,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Weekday,0.3609522857142857,0.5322022857142856,0.26537557142857143,4038.5714285714284
434,2012-03-09,1,2012,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Weekday,0.3691665714285714,0.496488,0.3039321428571428,4235.0
435,2012-03-10,1,2012,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Weekend,0.3510712857142857,0.45779757142857136,0.31317085714285714,4242.428571428572
436,2012-03-11,1,2012,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Weekend,0.3562007142857143,0.46831528571428566,0.29717314285714286,4455.0
437,2012-03-12,1,2012,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Weekday,0.38810557142857144,0.4658748571428571,0.29415242857142854,4735.714285714285
438,2012-03-13,1,2012,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Weekday,0.4319151428571429,0.488851,0.299306,5005.857142857143
439,2012-03-14,1,2012,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Weekday,0.4559627142857142,0.4879581428571429,0.2663464285714286,5205.285714285715
440,2012-03-15,1,2012,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Weekday,0.46024842857142856,0.4896842857142857,0.22467785714285715,5321.0
441,2012-03-16,1,2012,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Weekday,0.4638198571428572,0.5518271428571428,0.181591,5293.714285714285
442,2012-03-17,1,2012,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Weekend,0.49620085714285717,0.6097437142857143,0.16515585714285713,5824.857142857143
443,2012-03-18,1,2012,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Weekend,0.5120238571428571,0.6573212857142857,0.15148385714285714,5965.0
444,2012-03-19,1,2012,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Weekday,0.5232142857142856,0.6915474285714286,0.1449987142857143,6087.142857142857
445,2012-03-20,1,2012,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Weekday,0.522619,0.7187498571428571,0.12847314285714287,6122.285714285715
446,2012-03-21,2,2012,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Weekday,0.5167857142857143,0.7636308571428572,0.12482975714285714,6110.571428571428
447,2012-03-22,2,2012,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Weekday,0.5163095714285715,0.7995832857142858,0.12021247142857143,6207.571428571428
448,2012-03-23,2,2012,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Weekday,0.5400001428571428,0.7784524285714286,0.12065647142857143,6776.714285714285
449,2012-03-24,2,2012,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Weekend,0.5383334285714285,0.7969644285714285,0.13238204285714286,6139.0
450,2012-03-25,2,2012,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Weekend,0.5333334285714286,0.8070834285714286,0.1457951857142857,6011.0
451,2012-03-26,2,2012,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Weekday,0.5191667142857143,0.771250142857143,0.17786718571428572,5926.0
452,2012-03-27,2,2012,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Weekday,0.48523814285714284,0.697262,0.18728447142857146,5784.428571428572
453,2012-03-28,2,2012,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Weekday,0.47845242857142856,0.6486905714285713,0.21615771428571431,5708.428571428572
454,2012-03-29,2,2012,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Weekday,0.469881,0.5926787142857143,0.2450274285714286,5603.0
455,2012-03-30,2,2012,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Weekday,0.4367857142857142,0.5764881428571428,0.24813700000000002,5188.285714285715
456,2012-03-31,2,2012,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Weekend,0.4255952857142857,0.5554761428571429,0.256399,5597.285714285715
457,2012-04-01,2,2012,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Weekend,0.4239285714285714,0.52625,0.2494692857142857,5746.571428571428
458,2012-04-02,2,2012,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Weekday,0.42222571428571426,0.5300258571428571,0.23880042857142855,5800.571428571428
459,2012-04-03,2,2012,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Weekday,0.44270200000000004,0.5452640000000001,0.22636342857142858,6039.142857142857
460,2012-04-04,2,2012,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Weekday,0.4509162857142857,0.5435972857142857,0.21054971428571428,6144.571428571428
